system:index,area_km2,year,ysf_desf,.geo
0,2574.484326107237,1993,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,817.1758157840572,1993,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,222.98753697290056,1993,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,98.78956748309326,1993,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,353.4720111718761,1993,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,330.2597631603388,1993,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,92.87140048022474,1993,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,96.63941839605704,1993,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
