system:index,area_km2,year,ysf_desf,.geo
0,1515.6379995297245,1990,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,1324.917042929685,1990,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,638.7945961961666,1990,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,125.33489673046887,1990,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,124.14006457897938,1990,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
