system:index,area_km2,year,ysf_std_for_area,.geo
0,4549.439560935157,2013,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,9644.753708640023,2013,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,3663.8547305562247,2013,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,20639.324211200303,2013,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2958.3012648895274,2013,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,4991.537245392861,2013,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,13637.045188807939,2013,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,4493.688354349495,2013,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,7852.399956805686,2013,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,4773.063153157361,2013,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,4490.879668750927,2013,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,3787.6154731786046,2013,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,3719.6627265066277,2013,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2838.592944867448,2013,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,4961.368837671779,2013,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,8947.124364223082,2013,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2656.40281251598,2013,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,1599.3465641133987,2013,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2004.422963005007,2013,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,1408.0203053757268,2013,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2697.3924816008453,2013,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,4081.485403893507,2013,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,1631.674455696841,2013,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,822.1893069145589,2013,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,719.6595800215182,2013,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,3494.3992643177885,2013,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,3520.512992641815,2013,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,1082.0027854259267,2013,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,1309.0248081181387,2013,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
