system:index,area_km2,year,ysf_std_for_area,.geo
0,4324.617364021066,2009,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,7469.036949117956,2009,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,25181.840112748097,2009,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,5347.170622961608,2009,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,9243.15298645893,2009,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,5508.926934923779,2009,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,4944.787442424298,2009,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,4279.480443172606,2009,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,4095.293526500058,2009,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,3070.8000654317475,2009,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,5508.04914406785,2009,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,9594.625125537159,2009,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2795.198001840859,2009,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,1739.3913839222303,2009,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2118.6379619736376,2009,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,1529.4258292314973,2009,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2812.5844033290214,2009,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,4225.318420147639,2009,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,1715.4700187552335,2009,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,867.7786423339929,2009,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,747.2787828359712,2009,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,3693.728730479392,2009,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,3715.664692798914,2009,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,1138.139886803176,2009,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,1377.7866927571197,2009,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
