system:index,area_km2,year,ysf_std_for_area,.geo
0,27751.944454849847,2007,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,6127.392827154768,2007,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,10119.092430847144,2007,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,6098.795820110115,2007,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,5282.499243306813,2007,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,4579.927478207964,2007,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,4357.969852622057,2007,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,3232.5272262295866,2007,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,5668.324550375479,2007,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,9805.72126886553,2007,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2894.4478994810443,2007,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,1810.0815957667749,2007,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2178.7820605341894,2007,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,1569.1257994063074,2007,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2861.6694332935103,2007,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,4335.163251371653,2007,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,1756.3229283244464,2007,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,890.5871662643506,2007,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,763.3743504610924,2007,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,3773.291394770105,2007,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,3796.6314637185083,2007,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,1161.7966709964835,2007,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,1399.7810436103543,2007,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
