system:index,area_km2,year,ysf_std_for_area,.geo
0,10219.54702839853,2012,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,3923.5160587031437,2012,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,21189.576784196015,2012,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,3076.507960470586,2012,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,5129.650532450118,2012,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,13938.536877394465,2012,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,4566.238376184986,2012,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,7968.925549091241,2012,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,4846.444883556571,2012,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,4547.084802027083,2012,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,3831.054259660535,2012,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,3766.699317479594,2012,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2868.1513286737127,2012,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,5004.818373702851,2012,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,8990.066293534834,2012,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,2671.364444492972,2012,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,1615.3985507401662,2012,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2018.2455518794627,2012,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,1417.5832574537294,2012,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2729.6465243013045,2012,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,4099.194553238663,2012,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,1644.3787254109495,2012,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,828.3585470419996,2012,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,723.68996373331,2012,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,3512.014735180395,2012,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,3540.140681134672,2012,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,1088.176295267359,2012,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,1315.3450635052843,2012,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
