system:index,area_km2,year,ysf_std_for_area,.geo
0,15021.96701689075,2019,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,5795.827691017846,2019,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,20203.67607198173,2019,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,24117.793913601672,2019,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,9312.275983529018,2019,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,3553.4807809432937,2019,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2055.412435838439,2019,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,3696.6080590734246,2019,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,2158.519102522218,2019,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,13148.653309804606,2019,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2009.8014548759093,2019,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,3559.3803307510166,2019,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,10028.861391731258,2019,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,3400.9053852599427,2019,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,6633.409699697434,2019,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,4092.57764439604,2019,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,3590.1282171583543,2019,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,3256.2887801717443,2019,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,3234.8550772422827,2019,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2521.4307998808754,2019,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,4429.0330186026995,2019,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,7562.670779468489,2019,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2326.0103527826514,2019,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,1425.2055720010815,2019,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,1848.5178901543122,2019,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,1283.3752372700603,2019,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,2502.02069534063,2019,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,3573.0521997027595,2019,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,1498.5040353092043,2019,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,759.1429013071379,2019,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,675.0109068878935,2019,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,3227.3112201545046,2019,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,3268.9909946758517,2019,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,1003.1301335407255,2019,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,1234.439303318151,2019,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
