system:index,area_km2,year,ysf_std_for_area,.geo
0,32794.678246041236,2016,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,13481.43545883684,2016,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,5225.731495992597,2016,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2569.575081615747,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,4920.6977328182165,2016,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2568.965600371348,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,16774.37825280238,2016,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2234.963474200791,2016,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,3935.135699947324,2016,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,11585.652775484408,2016,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,3606.555581703496,2016,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,7021.698375210913,2016,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,4326.009040319806,2016,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,4037.115087077563,2016,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,3445.1435529022124,2016,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,3406.2484335563645,2016,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2640.138780106516,2016,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,4715.679802589766,2016,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,8265.605387969576,2016,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2403.2659362344125,2016,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1491.0130744914927,2016,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,1909.291067696947,2016,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,1335.1640810716929,2016,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2567.5170312945556,2016,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,3679.1140514043354,2016,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,1547.4064620360725,2016,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,783.796572552561,2016,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,692.4621318818682,2016,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,3327.971040159632,2016,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,3368.2053360932346,2016,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,1036.9208330172362,2016,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,1266.613605907388,2016,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
