system:index,area_km2,freq_std,year,.geo
0,96339.47441266815,1,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,39259.18390331937,2,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,17512.908445055877,3,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,8728.412094400343,4,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,4788.394373645383,5,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2777.0847242745886,6,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1640.1182477693728,7,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1003.1126203402468,8,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,627.0973217074593,9,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,395.2835252490862,10,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,245.5176638381959,11,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,152.37832814715586,12,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,93.83067268615717,13,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,56.85705143267832,14,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,36.18264716992178,15,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,23.085793368774425,16,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,15.415174686828623,17,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,10.277181864868174,18,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,6.836902317504884,19,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,4.538220777038575,20,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,3.1088320014038064,21,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2.2509235035400383,22,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,1.7699375861206064,23,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,1.273841507141113,24,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.8121276316528321,25,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.6268963222656249,26,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.5877862707519532,27,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.37669872344970706,28,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.2899425444946288,29,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.20731820098876952,30,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.25712465350341795,31,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.15502191204833982,32,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.2160870728759766,33,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.2682186281738281,34,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
