system:index,area_km2,year,ysf_desf,.geo
0,1328.6029336902473,2009,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,562.3179555400379,2009,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,145.1117154680174,2009,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,198.76938721508768,2009,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,94.92889657635497,2009,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,79.63809436761468,2009,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,63.53486377301017,2009,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,65.81798111834718,2009,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,38.67038755383304,2009,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,45.15906315887451,2009,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,38.87810169573981,2009,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,26.347868669189477,2009,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,16.09591697192384,2009,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,16.744682113708482,2009,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,7.005494873229987,2009,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,26.501204177123984,2009,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,33.753888613891604,2009,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,13.540160624938963,2009,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,6.103505500976563,2009,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,7.3153873886108345,2009,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,27.422623588623033,2009,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,35.56627100701908,2009,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,7.368079893371579,2009,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,7.019388844421392,2009,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
