system:index,area_km2,year,ysf_desf,.geo
0,2908.8161404857815,2007,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,973.6221534289556,2007,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,280.71697064526387,2007,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,154.6152850544435,2007,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,138.3803005404053,2007,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,113.62525243707282,2007,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,76.6302450494995,2007,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,109.03765611676029,2007,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,125.85067185845972,2007,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,50.46719334960939,2007,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,26.862393512329106,2007,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,27.991096662536613,2007,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,12.897942482849123,2007,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,30.97882048461917,2007,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,73.83989555279535,2007,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,21.63747364379881,2007,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,10.115853173156738,2007,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,8.457364391784667,2007,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,45.394416020507855,2007,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,52.86675756573493,2007,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,11.38548063201904,2007,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,10.910438813110359,2007,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
