system:index,area_km2,year,ysf_desf,.geo
0,2449.1258929661285,1996,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,826.0433876597318,1996,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,304.7300868015133,1996,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,363.7510341259769,1996,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,218.8104039915166,1996,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,82.8193881963499,1996,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,68.91947068652371,1996,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,264.859115842224,1996,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,289.947769018555,1996,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,60.43372657995601,1996,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,61.39758682678229,1996,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
