system:index,area_km2,year,ysf_desf,.geo
0,5493.825208550233,2003,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,853.2422790675644,2003,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,321.5075513667601,2003,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,454.5230719179087,2003,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,509.7141784243164,2003,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,133.60356270172096,2003,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,70.40710826892091,2003,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,80.17018997979756,2003,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,43.670000520568756,2003,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,55.038482410766605,2003,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,125.71521303063972,2003,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,63.04797481359855,2003,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,27.809737110839848,2003,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,28.001971627746627,2003,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,96.8750546844482,2003,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,148.7953754431762,2003,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,33.04600940936279,2003,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,34.5267223898926,2003,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
