system:index,area_km2,year,ysf_desf,.geo
0,3108.943720261778,2001,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,849.5436363947157,2001,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,615.9637019179688,2001,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,195.06397505297866,2001,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,92.55769173632824,2001,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,100.47570909118656,2001,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,58.65307235009768,2001,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,106.50217632812476,2001,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,221.74368834014908,2001,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,76.38289635070808,2001,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,41.2938684371948,2001,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,38.029100157043466,2001,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,152.75293810662848,2001,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,191.6803299816284,2001,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,40.11072504199216,2001,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,39.916431533386174,2001,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
