system:index,area_km2,year,ysf_desf,.geo
0,672.0614350242312,2010,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,351.48439498748695,2010,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,430.5611021566161,2010,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,103.6358519398196,2010,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,209.56930986578374,2010,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,83.28065990429688,2010,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,69.96185923004151,2010,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,52.600529703613304,2010,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,53.385055381591755,2010,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,34.466884655029304,2010,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,42.796905779846206,2010,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,34.736783717529256,2010,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,24.749744252563456,2010,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,13.766952169189459,2010,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,14.959929893249525,2010,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,6.83429318017579,2010,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,14.66189354956054,2010,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,28.38027474890137,2010,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,12.506560175903315,2010,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,5.104626779602048,2010,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,7.739725757873538,2010,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,23.54143304858399,2010,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,29.8083916206665,2010,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,6.586786667602541,2010,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,6.711236629516601,2010,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
