system:index,area_km2,freq_std,year,.geo
0,49946.62869533455,1,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,10567.040862304058,2,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,3698.639410480901,3,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,1543.4330247876458,4,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,662.0968492570809,5,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,272.64961520123256,6,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,112.68341554852306,7,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,45.30683005010986,8,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,17.84237837634278,9,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,6.9542223701782255,10,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2.8728863776855453,11,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,1.4011586876831055,12,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.714998409057617,13,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.5170676683959962,14,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.8313491754760751,15,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
