system:index,area_km2,freq_std,year,.geo
0,55024.34823506905,1,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,14053.636198797678,2,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,5004.053837470487,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2190.386179795437,4,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,1049.6207857433635,5,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,495.3493757553102,6,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,230.21727192871103,7,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,107.01519782263169,8,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,47.51427832788078,9,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,21.66964966357419,10,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,9.912609462280269,11,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,5.071357377990725,12,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2.420335256164551,13,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,1.5159382663574223,14,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.8449746224365239,15,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.5885855665283201,16,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.4722088342285156,17,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.8111768070068368,18,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
