system:index,area_km2,freq_std,year,.geo
0,53455.78059378465,1,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,12633.367553210628,2,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,4457.782050799538,3,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,1939.6607195808444,4,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,898.6488096076783,5,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,402.8873946623537,6,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,179.86098688098141,7,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,78.63155476812744,8,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,35.38457720434568,9,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,15.342348782104489,10,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,6.7224599537963865,11,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,3.2426467115478497,12,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,1.715556346069336,13,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.9640332017822266,14,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.6561951210937498,15,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.4836220924072266,16,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.8173616809692392,17,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
