system:index,area_km2,freq_std,year,.geo
0,97074.09232958691,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,40338.26872433781,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,18405.28000103915,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,9240.261367997688,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,5155.578877830915,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,3005.6757069582145,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1801.522633055845,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1103.2420675341996,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,694.7155385687271,9,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,439.6262838051768,10,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,275.53481599566624,11,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,172.98861593048113,12,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,107.64456194732655,13,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,66.32073214447028,14,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,42.158740454345605,15,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,27.393051688781785,16,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,18.09332600628662,17,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,12.169101809631341,18,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,8.112809521240234,19,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,5.456192572570804,20,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,3.544592026000976,21,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2.655202480773927,22,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,1.994416857177735,23,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,1.457086884338379,24,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.9983786590576168,25,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.7206861826782226,26,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.6080478520507812,27,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.48061567102050784,28,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.284281442199707,29,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.26543333349609377,30,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.22903899786376955,31,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.1772568156738281,32,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.20917600500488281,33,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.15397457287597655,34,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.24348298944091798,35,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
