system:index,area_km2,freq_desf,year,.geo
0,1514.715226208498,1,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,657.0633173628534,2,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,344.7727766647342,3,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,156.3013203328859,4,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,71.76509605444349,5,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,32.93012653692622,6,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,16.107384360229474,7,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,6.107510295593259,8,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,2.5814687197265633,9,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,1.2657370077514645,10,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.7394117173461914,11,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.4517948996582031,12,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.2835030653686524,13,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.1918485053710938,14,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.10965907891845701,15,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.13820059051513672,16,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.11061800402832032,17,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.04367342962646484,18,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.033922406066894534,19,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.0053617232055664064,20,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,8.626964721679687E-4,21,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.0026542147216796876,24,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.0035377933959960936,27,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.0017671486206054686,28,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
