system:index,area_km2,freq_std,year,.geo
0,31501.108524870804,1,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,7025.089184179064,2,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,2243.3915689416026,3,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,839.1407516010036,4,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,300.7634714314583,5,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,109.71057547943124,6,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,38.434590728149416,7,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,12.380109206665036,8,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,3.9519327827758763,9,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,1.7728027185668946,10,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.5959588275146485,11,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.9671373984375008,12,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
