system:index,area_km2,freq_std,year,.geo
0,102124.15502056986,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,41354.50986974908,2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,19655.29080677548,3,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,10344.165639299707,4,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,5663.905359663817,5,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,3334.669892088209,6,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2030.121218055984,7,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1241.5740231043967,8,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,789.2826529731558,9,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,503.501506174562,10,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,319.48765228900146,11,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,202.75210317626977,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,126.67723476190191,13,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,79.79407775219724,14,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,50.63980948468019,15,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,33.33762400201418,16,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,22.251992502319336,17,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,14.804967060913075,18,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,10.442542602539064,19,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,6.796613143615716,20,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,4.7053688367919895,21,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,3.28490875866699,22,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2.4216193826904284,23,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,1.7953718658447255,24,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,1.2010512222290044,25,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.9881762125854495,26,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.7426963999023439,27,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.6134952867431642,28,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.4375210276489258,29,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.3218880096435548,30,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.22948513830566405,31,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.2342494307861328,32,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.22621940374755858,33,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.11836146606445312,34,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.13275377819824222,35,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.14485597906494135,36,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.20855073852539063,37,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
