system:index,area_km2,freq_std,year,.geo
0,73345.79291539331,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,24303.314429943526,2,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,9761.25493434004,3,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,4546.981828740079,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2346.388507168658,5,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,1248.17800311334,6,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,678.9053253787849,7,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,366.5904239112552,8,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,196.45508452807582,9,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,108.40390234417734,10,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,58.797774151428264,11,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,32.24527503723143,12,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,18.81973228326417,13,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,11.51034115917969,14,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,6.680987908813479,15,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,4.3008568795166005,16,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2.8782036616821274,17,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,1.8248451710205082,18,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,1.3019372535400389,19,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.8113959263916014,20,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.5856257556762695,21,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.45811917742919944,22,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.4653693787231443,23,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.4237685773925781,24,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.7656086989135743,25,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
