system:index,area_km2,freq_std,year,.geo
0,56483.24905893872,1,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,15793.963751325507,2,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,5499.7387195035335,3,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2404.98389909635,4,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,1151.9856780774276,5,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,558.5140051304944,6,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,267.86334874462824,7,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,127.72035852984627,8,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,59.645873048828086,9,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,27.81699880352781,10,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,13.506538334533694,11,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,6.832933717956545,12,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,3.6055064580078118,13,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,1.9476588274536126,14,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,1.2711466781005858,15,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.7473602657470707,16,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.5533001000976561,17,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.46342335247802735,18,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.806754423156739,19,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
