system:index,area_km2,freq_std,year,.geo
0,95886.81489412073,1,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,38441.74433629626,2,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,17118.87112790208,3,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,8439.927844358319,4,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,4633.542396125418,5,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2685.686231194873,6,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1581.944423126939,7,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,965.7996180596936,8,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,602.8526343168954,9,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,379.3706451646742,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,233.73391579315106,11,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,142.80185765191698,12,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,86.74232497308344,13,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,52.5453097659912,14,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,32.72128603027336,15,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,21.078780766357404,16,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,13.879151390991211,17,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,9.243802907226558,18,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,6.155369023315431,19,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,3.9308232133789063,20,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2.778416544494627,21,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2.136756922668456,22,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,1.6764384220581043,23,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,1.1954897353515623,24,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.7171435076293949,25,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.5783457782592772,26,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.4653601356201172,27,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.41061315924072267,28,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.22674011309814454,29,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.27012848834228514,30,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.19552621740722653,31,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.237121908569336,32,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.2858095153808593,33,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
