system:index,area_km2,freq_std,year,.geo
0,77208.18852707493,1,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,30058.10347389894,2,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,12265.784378335444,3,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,6017.482598009987,4,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,3171.539832132239,5,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,1788.0825711448103,6,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1030.637583004501,7,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,602.2529087719121,8,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,350.370750487489,9,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,198.8217693464351,10,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,112.00703956543,11,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,65.80890817315672,12,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,38.61562442858885,13,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,22.745519244567845,14,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,14.346844300842278,15,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,9.728896472778322,16,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,5.976547451293941,17,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,3.8297909157104506,18,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2.8393618137817382,19,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2.040162353698729,20,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1.4272669182128908,21,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,1.0936251442260743,22,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.76429797253418,23,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.4994957313232424,24,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.39195508666992196,25,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.47513479339599596,26,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.35195769183349607,27,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.48846888848876946,28,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.4200101024169922,29,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
