system:index,area_km2,freq_std,year,.geo
0,78206.4668173536,1,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,30597.54814673616,2,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,12712.81484461771,3,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,6261.062165595482,4,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,3343.8592127984,5,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,1897.6035980895138,6,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1110.502901968492,7,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,665.4412018305044,8,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,395.61950064202847,9,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,234.93782656097346,10,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,135.87331774792497,11,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,78.9849498347168,12,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,47.320962749877985,13,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,28.519468581604,14,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,17.33981430773926,15,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,11.672029235107413,16,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,7.75375974346924,17,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,4.633797769958499,18,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,3.2017626233520518,19,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2.322673845581054,20,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1.7292515068969727,21,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,1.3221898280639646,22,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.9081568317260744,23,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.6243859270629883,24,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.4187608499145507,25,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.4448905010986329,26,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.3757899354248047,27,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.4027963313598632,28,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.3003563935546875,29,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.3488686411132813,30,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
