system:index,area_km2,freq_std,year,.geo
0,76197.82159727304,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,29737.80120573424,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,12057.104211176227,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,5897.344123869871,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,3097.5986596312946,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,1740.4630137109784,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,995.6282761981066,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,576.0407217788689,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,328.0635814011227,9,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,184.16008055059797,10,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,103.32518959014912,11,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,60.21989885858146,12,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,34.57024411291505,13,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,20.57446785974119,14,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,12.810330864074702,15,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,8.529373332580574,16,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,5.182556249267576,17,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,3.480781497558595,18,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2.528395918640137,19,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,1.8081676740722654,20,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1.2002633714599615,21,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.9384917899169922,22,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.6494784910278322,23,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.4603535598144532,24,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.3827820723876954,25,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.4433180559692381,26,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.4080018862304687,27,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.7488708903198246,28,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
