system:index,area_km2,freq_std,year,.geo
0,72707.79928581159,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,23914.169666727863,2,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,9533.499014545458,3,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,4408.929662391343,4,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2266.5622376129286,5,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,1195.9481279794936,6,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,640.188066478757,7,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,342.4281318145142,8,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,180.1705580473632,9,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,97.61969191638197,10,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,51.984690215210044,11,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,28.47155431909182,12,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,16.62626254827879,13,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,9.42993754022217,14,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,5.508698334716796,15,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,3.673758314147948,16,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2.2376861390380856,17,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,1.6073834215698237,18,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.9664092028808594,19,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.6801885559692384,20,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.5089463486938477,21,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.4643519705200193,22,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.43783408428955073,23,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.7953148549804693,24,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
