system:index,area_km2,freq_std,year,.geo
0,82570.78297559118,1,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,32282.89645007065,2,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,13802.31042818688,3,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,6863.04731868461,4,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,3696.883048605725,5,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2116.478963099419,6,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1246.3376898837128,7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,758.4284839449471,8,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,458.23315754608177,9,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,275.92878217712405,10,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,162.26158655108588,11,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,96.37275780029314,12,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,56.6907495516357,13,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,34.894078794433554,14,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,21.448320251770017,15,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,13.999800632873532,16,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,9.451281780212408,17,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,5.8681834080810535,18,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,3.9223352222290035,19,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2.7914810029907247,20,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1.9139320568847653,21,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,1.6676111412963865,22,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,1.050037765014649,23,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.6772024375610352,24,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.5188685133666993,25,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.42894395208740227,26,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.4047455802001953,27,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.4074261548461913,28,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.21470141485595698,29,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.29338325195312503,30,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.3042615711059571,31,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
