system:index,area_km2,freq_std,year,.geo
0,59016.54262601656,1,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,16824.848074191716,2,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,6077.262805524433,3,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2707.6679137059095,4,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,1321.1999566612917,5,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,660.1782870067742,6,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,331.50788833715865,7,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,162.90997605261188,8,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,79.04599803869628,9,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,38.46411467871088,10,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,18.223558477478036,11,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,9.722063419494631,12,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,5.111851804321287,13,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2.9739258947143536,14,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,1.6697137626342773,15,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,1.100289260803223,16,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.695408774536133,17,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.5225865269165036,18,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.4616473209228516,19,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.806754423156739,20,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
