system:index,area_km2,freq_std,year,.geo
0,94176.91916395715,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,36149.992226686576,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,15122.73057610974,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,7573.0457800197755,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,4068.9286171414906,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2331.539841128882,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1368.1269822253564,7,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,838.3112704500742,8,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,520.4354081834116,9,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,318.5714120050054,10,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,191.18493417651345,11,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,115.2784416697387,12,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,68.65451288800047,13,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,41.198867392333874,14,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,26.25203645635986,15,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,16.820093554321275,16,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,11.298805008178707,17,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,7.594656206970214,18,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,4.601750883605957,19,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,3.347485393676755,20,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2.348549231201171,21,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,1.82533164691162,22,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,1.3805656121215815,23,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.8094373431396488,24,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.6147761635131834,25,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.47360384527587884,26,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.44457107696533193,27,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.3378283128051757,28,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.27274635931396485,29,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.19465228588867184,30,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.24673775848388677,31,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.2866756196899413,32,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
