system:index,area_km2,freq_desf,year,.geo
0,1847.403450656976,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,639.2605679372543,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,309.00757578009046,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,164.62122767620855,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,80.00733152221686,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,36.274887494384714,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,17.897769821472142,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,8.67813271331787,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,4.94749915545654,9,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,2.7354999224243173,10,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,1.5583965043945305,11,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,1.0169204376220704,12,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.549115433227539,13,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.3836535115356446,14,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.2144915642089844,15,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.14881725775146484,16,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.13560027746582026,17,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.08641450787353518,18,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.06871102307128905,19,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.04016809399414062,20,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.02319095520019531,21,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.025901287719726565,22,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.008929338989257813,23,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.0071246069335937495,24,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.005349080322265625,25,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.0017773865966796876,26,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,8.886932983398438E-4,27,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.0026581988525390624,30,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
