system:index,area_km2,freq_desf,year,.geo
0,1445.9266818493024,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,531.1223241864616,2,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,206.77115176831052,3,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,86.51456425701895,4,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,37.71194989373778,5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,14.825546223083492,6,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,5.90256121704101,7,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2.486876240356445,8,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,1.1474996881103519,9,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.6840810661010741,10,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.3412613822631835,11,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.13275010150146485,12,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.12835588421630856,13,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.08291488311767582,14,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.05088910186767577,15,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.028553044921875,16,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.021398380126953123,17,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.004422347961425781,18,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.0035200384521484377,19,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.0026628334350585936,20,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,8.876121826171875E-4,21,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,8.855152587890625E-4,22,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,8.83304443359375E-4,25,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
