system:index,area_km2,freq_desf,year,.geo
0,4025.4087695116546,1,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,697.7379313544927,2,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,182.58262148968512,3,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,57.02512558959964,4,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,18.89184377471923,5,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,6.39990838201904,6,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2.052246809692383,7,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.44982616754150384,8,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.1779358987426758,9,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.051373101562499995,10,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.05938755743408203,11,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
