system:index,area_km2,freq_desf,year,.geo
0,4696.537556454118,1,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,1011.561181157899,2,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,264.3049880936282,3,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,77.36246927490217,4,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,25.30684186053467,5,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,9.031461947082509,6,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,3.5235970142822257,7,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1.6320913122558593,8,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.7012388853759767,9,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.2436016954956055,10,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.18299319219970706,11,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.05786258197021485,12,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.02567976477050781,13,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.005355544921875,14,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.008861650512695312,15,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.0017704810791015625,16,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.003540156799316406,17,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.009737864624023438,18,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.008846532714843749,19,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
