system:index,area_km2,freq_desf,year,.geo
0,6576.3448097757655,1,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,1475.5279829209023,2,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,365.87780267944294,3,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,101.87077578961171,4,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,34.220865865966765,5,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,11.902806322265617,6,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,4.675118257202153,7,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2.009421347351074,8,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.6873289285278316,9,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.2138839196777344,10,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.09409477569580078,11,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.053268565856933604,12,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.009778320434570312,13,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.006181037780761719,14,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.004395573364257813,15,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.00176641064453125,16,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.007058813049316406,17,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.01235241473388672,18,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
