system:index,area_km2,freq_desf,year,.geo
0,1869.3662487570246,1,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,635.8656175830081,2,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,286.6774144908452,3,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,126.65409163635242,4,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,56.88441577545161,5,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,22.975333772277857,6,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,9.379168601257327,7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,3.954746165100097,8,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,1.9580090075683612,9,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,1.0714548585815427,10,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.5178614531860352,11,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.3238421082763671,12,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.18243973223876958,13,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.12112361553955078,14,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.09531879925537108,15,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.057117300476074204,16,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.037408998046875,17,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.01065734649658203,18,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.013333934997558593,19,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.007072242309570312,20,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.003554911804199219,21,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.005313652221679688,22,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.003531985229492188,24,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.0017680303955078126,28,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.002658186767578125,29,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
