system:index,area_km2,freq_desf,year,.geo
0,1907.5990078474788,1,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,623.3132149896862,2,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,294.7126760514522,3,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,138.35183705078126,4,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,71.95674567095938,5,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,33.84672617950433,6,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,15.934544422973634,7,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,7.189202837219238,8,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,3.318663841308594,9,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,1.4789503002319342,10,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.8463909962768549,11,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.5071180210571288,12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.3330620516967774,13,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.2434985340576173,14,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.1534258189086914,15,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.08538786987304686,16,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.04547455255126954,17,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.014268657653808595,18,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.014227572692871095,19,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.007131624145507812,20,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.006254508056640625,21,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.0026804449462890624,22,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.0017824111938476563,24,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
