system:index,area_km2,freq_desf,year,.geo
0,4910.733923986336,1,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,1086.757095709408,2,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,285.4647864232178,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,79.93670251678483,4,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,30.32484962609861,5,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,10.752927986572267,6,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,3.926295164306638,7,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1.245206570678711,8,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.3459025228881835,9,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.15487753601074222,10,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.08156074963378906,11,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.02303340509033203,12,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.014103202087402344,13,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.0035361624755859376,14,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.0044194777221679684,16,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.007959008056640626,17,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
