system:index,area_km2,freq_desf,year,.geo
0,1691.936932748717,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,758.9524416984258,2,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,314.24301639550816,3,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,135.54986763012664,4,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,68.45399843347202,5,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,36.25457595495602,6,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,18.277436068420446,7,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,7.321450535583505,8,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,2.5169317960205038,9,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.7259802014770508,10,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.4455295791625976,11,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.23688335247802736,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.12995350030517575,13,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.0936305625,14,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.04635667181396484,15,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.031171027160644526,16,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.010714042907714844,17,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.004435980529785156,18,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.0026730650024414065,19,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.0035478568115234373,20,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,8.857797241210938E-4,21,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.0017708084716796875,22,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,8.865042724609375E-4,24,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.002658222106933594,26,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
