system:index,area_km2,freq_desf,year,.geo
0,4488.851799854561,1,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,995.3679709371348,2,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,277.0496929975589,3,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,101.79729548583995,4,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,41.097235905090294,5,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,16.325205815246584,6,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,5.705198752319337,7,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2.3185552957153326,8,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.7265128702392575,9,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.2759563884277345,10,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.05398961633300781,11,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.023027458068847654,12,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.00882243994140625,13,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.003546446960449219,14,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.002659274353027344,15,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.0061915441284179674,16,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
