system:index,area_km2,year,ysf_std_for_area,.geo
0,15426.09596713323,2005,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,8066.253660978276,2005,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,6547.625630490162,2005,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,5812.136024619739,2005,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,4964.500103471443,2005,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,3576.8165882945473,2005,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,6803.553502841261,2005,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,12945.201378735785,2005,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,3081.810115392672,2005,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,1991.3437246861465,2005,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2305.1014339210265,2005,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,1726.6236754859597,2005,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2984.208964524852,2005,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,4547.684554681134,2005,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,1866.6581072996078,2005,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,938.9983642536696,2005,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,796.5890583766817,2005,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,4053.8607453954846,2005,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,3997.6473095029264,2005,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,1219.3455041531467,2005,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1468.1666418876653,2005,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
