system:index,area_km2,year,ysf_std_for_area,.geo
0,4616.867359977719,2011,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,24020.61414842639,2011,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,3343.5507325307726,2011,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,5648.745429874362,2011,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,15180.950682879951,2011,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,4700.327449097587,2011,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,8231.0015456632,2011,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,5003.116468603422,2011,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,4650.123916647135,2011,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,3936.756557636682,2011,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,3856.1946439627864,2011,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,2918.87048363597,2011,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,5079.129826878392,2011,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,9120.946488587333,2011,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2704.360365171975,2011,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,1648.6107835757384,2011,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2045.0992640219774,2011,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,1438.9801058479563,2011,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2759.5496243258417,2011,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,4152.996962933801,2011,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1666.3269884144306,2011,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,840.4256489248743,2011,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,728.719817736851,2011,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,3548.5907762572874,2011,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,3587.793102744301,2011,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,1103.1153093112914,2011,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,1328.482735326755,2011,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
