system:index,area_km2,year,ysf_desf,.geo
0,3035.803414442201,2004,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,1009.3619861701663,2004,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,365.9141873333133,2004,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,168.38288486968975,2004,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,344.06978376898246,2004,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,365.73705874981636,2004,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,114.04392061798106,2004,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,53.649851415405294,2004,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,71.04778054187003,2004,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,30.000668951599156,2004,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,70.19940331921374,2004,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,125.47719845123302,2004,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,42.10893215093992,2004,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,21.637612156738285,2004,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,23.755731444152822,2004,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,102.71874385333247,2004,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,97.47684119934067,2004,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,23.47774029669187,2004,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,25.64593573248291,2004,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
