system:index,area_km2,year,ysf_desf,.geo
0,588.7342273972178,2012,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,664.316514928893,2012,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,112.57133513653562,2012,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,99.30578996350091,2012,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,175.11961715344276,2012,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,97.0043968244629,2012,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,143.2198658293456,2012,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,72.16024830401615,2012,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,69.20459999188242,2012,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,50.62284079766851,2012,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,51.83684334753419,2012,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,33.45921717333986,2012,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,42.38396349279789,2012,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,38.13414463659674,2012,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,25.765733024658182,2012,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,14.48553686657714,2012,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,15.272218235656739,2012,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,7.23471035498047,2012,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,19.945623108337404,2012,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,34.27592843890379,2012,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,13.244906967956554,2012,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,5.715892835937495,2012,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,8.297014983276362,2012,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,23.71813879461667,2012,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,32.05048728790279,2012,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,5.492623338623049,2012,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,8.253660239074712,2012,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
