system:index,area_km2,year,ysf_desf,.geo
0,1566.8896366626007,2017,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,462.21078468273834,2017,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,92.27027127490223,2017,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,28.763250446533142,2017,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,44.74676238031002,2017,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,31.86300844213866,2017,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,157.83692807958963,2017,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,32.783591310058576,2017,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,40.82917790197752,2017,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,93.79061628753657,2017,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,48.57330365447997,2017,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,97.71955329656963,2017,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,48.32353496728516,2017,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,50.09443615246579,2017,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,31.31154731268316,2017,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,33.895945054687495,2017,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,23.15737806707764,2017,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,34.906847702819846,2017,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,39.36084888195802,2017,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,19.17567201361082,2017,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,10.031544359374996,2017,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,13.850262860717766,2017,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,5.282334735412592,2017,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,14.570474482727043,2017,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,25.963098589660657,2017,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,9.463826760314952,2017,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,4.933179184265138,2017,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,7.248322632324217,2017,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,15.51651011865234,2017,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,28.0638667753906,2017,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,5.209929087707514,2017,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,5.808272934448244,2017,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
