system:index,area_km2,year,ysf_desf,.geo
0,3600.654805315003,1995,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,943.8893902739248,1995,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,744.5673990536463,1995,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,355.3664871561283,1995,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,114.6451076939088,1995,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,98.82979076574713,1995,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,358.4275693618168,1995,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,336.14977501672365,1995,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,89.89509085626199,1995,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,82.15038751550286,1995,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
